Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado
06/08/2022,1,Bath City FC,Dartford FC,0-2
06/08/2022,1,Chelmsford City,St. Albans City,1-1
06/08/2022,1,Cheshunt FC,Hampton & Richmond Borough,3-2
06/08/2022,1,Dulwich Hamlet,Braintree Town,2-1
06/08/2022,1,Ebbsfleet United,Chippenham Town,3-0
06/08/2022,1,Havant & Waterlooville,Slough Town,3-1
06/08/2022,1,Hemel Hempstead Town,Farnborough FC,1-0
06/08/2022,1,Hungerford Town,Concord Rangers,0-1
06/08/2022,1,Oxford City,Eastbourne Borough,1-3
06/08/2022,1,Taunton Town,Welling United FC,0-0
06/08/2022,1,Weymouth FC,Tonbridge Angels,1-3
06/08/2022,1,Worthing FC,Dover Athletic,1-1
13/08/2022,2,Braintree Town,Havant & Waterlooville,1-1
13/08/2022,2,Concord Rangers,Taunton Town,1-0
13/08/2022,2,Dartford FC,Cheshunt FC,2-1
13/08/2022,2,Dover Athletic,Hungerford Town,1-0
13/08/2022,2,Eastbourne Borough,Bath City FC,3-4
13/08/2022,2,Farnborough FC,Dulwich Hamlet,1-1
13/08/2022,2,Weymouth FC,Ebbsfleet United,2-3
13/08/2022,2,Hampton & Richmond Borough,Hemel Hempstead Town,1-1
13/08/2022,2,Slough Town,Tonbridge Angels,1-1
13/08/2022,2,St. Albans City,Oxford City,0-1
13/08/2022,2,Welling United FC,Worthing FC,2-4
23/08/2022,2,Chippenham Town,Chelmsford City,0-0
16/08/2022,3,Braintree Town,Hemel Hempstead Town,3-1
16/08/2022,3,Concord Rangers,Dulwich Hamlet,1-1
16/08/2022,3,Dartford FC,Havant & Waterlooville,1-2
16/08/2022,3,Dover Athletic,Tonbridge Angels,1-2
16/08/2022,3,Eastbourne Borough,Ebbsfleet United,2-3
16/08/2022,3,Farnborough FC,Taunton Town,1-0
16/08/2022,3,Weymouth FC,Worthing FC,0-3
16/08/2022,3,Hampton & Richmond Borough,Bath City FC,1-1
16/08/2022,3,Slough Town,Chelmsford City,0-2
16/08/2022,3,St. Albans City,Hungerford Town,0-0
16/08/2022,3,Welling United FC,Cheshunt FC,2-1
06/09/2022,3,Chippenham Town,Oxford City,1-0
20/08/2022,4,Bath City FC,Braintree Town,3-1
20/08/2022,4,Chelmsford City,Weymouth FC,3-1
20/08/2022,4,Cheshunt FC,St. Albans City,1-2
20/08/2022,4,Dulwich Hamlet,Slough Town,1-2
20/08/2022,4,Ebbsfleet United,Farnborough FC,4-2
20/08/2022,4,Havant & Waterlooville,Dover Athletic,4-2
20/08/2022,4,Hemel Hempstead Town,Welling United FC,2-3
20/08/2022,4,Hungerford Town,Eastbourne Borough,2-0
20/08/2022,4,Oxford City,Concord Rangers,5-0
20/08/2022,4,Taunton Town,Dartford FC,2-1
20/08/2022,4,Tonbridge Angels,Hampton & Richmond Borough,1-4
20/08/2022,4,Worthing FC,Chippenham Town,0-0
27/08/2022,5,Braintree Town,Tonbridge Angels,2-0
