Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado
11/03/2023,1,Memphis 901,Loudoun United,1-3
11/03/2023,1,Miami FC,FC Tulsa,1-1
12/03/2023,1,Birmingham Legion,Pittsburgh Riverhounds,1-1
12/03/2023,1,Charleston Battery,Phoenix Rising,1-1
12/03/2023,1,Tampa Bay Rowdies,Indy Eleven,1-1
12/03/2023,1,San Antonio FC,Oakland Roots,3-1
12/03/2023,1,El Paso Locomotive,Sacramento Republic,0-1
12/03/2023,1,Monterey Bay FC,Hartford Athletic,5-3
12/03/2023,1,Orange County SC,Louisville City FC,1-3
12/03/2023,1,San Diego Loyal,Detroit City FC,1-0
13/03/2023,1,Rio Grande Valley FC,Las Vegas Lights FC,1-1
16/03/2023,1,El Paso Locomotive,Colorado Springs Switchbacks,1-2
18/03/2023,1,Birmingham Legion,FC Tulsa,3-2
18/03/2023,1,Memphis 901,Pittsburgh Riverhounds,1-3
19/03/2023,1,Miami FC,New Mexico United,0-1
19/03/2023,1,Colorado Springs Switchbacks,Hartford Athletic,1-1
19/03/2023,1,El Paso Locomotive,Detroit City FC,1-3
19/03/2023,1,Monterey Bay FC,Louisville City FC,0-1
19/03/2023,1,Orange County SC,Tampa Bay Rowdies,1-1
19/03/2023,1,Sacramento Republic,Charleston Battery,1-1
19/03/2023,1,Loudoun United,San Antonio FC,1-1
19/03/2023,1,San Diego Loyal,Phoenix Rising,3-0
20/03/2023,1,Rio Grande Valley FC,Oakland Roots,1-1
25/03/2023,1,Pittsburgh Riverhounds,Miami FC,1-1
25/03/2023,1,Rio Grande Valley FC,Monterey Bay FC,1-1
25/03/2023,1,Hartford Athletic,Birmingham Legion,0-1
25/03/2023,1,Louisville City FC,El Paso Locomotive,0-3
25/03/2023,1,Detroit City FC,Indy Eleven,0-1
26/03/2023,1,Charleston Battery,Tampa Bay Rowdies,3-0
26/03/2023,1,FC Tulsa,Loudoun United,3-0
26/03/2023,1,San Antonio FC,Colorado Springs Switchbacks,1-0
26/03/2023,1,Orange County SC,Las Vegas Lights FC,2-2
26/03/2023,1,Sacramento Republic,San Diego Loyal,1-0
29/03/2023,1,FC Tulsa,Pittsburgh Riverhounds,0-0
01/04/2023,1,FC Tulsa,El Paso Locomotive,2-2
01/04/2023,2,Hartford Athletic,Orange County SC,1-1
01/04/2023,2,Detroit City FC,Rio Grande Valley FC,0-1
01/04/2023,2,Loudoun United,Colorado Springs Switchbacks,0-1
02/04/2023,2,Indy Eleven,Las Vegas Lights FC,0-0
02/04/2023,2,Miami FC,Memphis 901,1-1
02/04/2023,2,Tampa Bay Rowdies,Birmingham Legion,0-2
02/04/2023,2,Monterey Bay FC,San Antonio FC,1-2
02/04/2023,2,Oakland Roots,New Mexico United,1-0
02/04/2023,2,Sacramento Republic,Louisville City FC,5-0
02/04/2023,2,Phoenix Rising,San Diego Loyal,2-2
08/04/2023,2,Louisville City FC,Detroit City FC,1-0
08/04/2023,2,San Diego Loyal,FC Tulsa,2-1
09/04/2023,2,Indy Eleven,Oakland Roots,0-3
09/04/2023,2,Charleston Battery,Hartford Athletic,3-2
09/04/2023,2,Tampa Bay Rowdies,Miami FC,2-0
09/04/2023,2,Colorado Springs Switchbacks,Pittsburgh Riverhounds,1-0
09/04/2023,2,San Antonio FC,Sacramento Republic,0-0
09/04/2023,2,El Paso Locomotive,Orange County SC,1-0
09/04/2023,2,Monterey Bay FC,New Mexico United,4-2
09/04/2023,2,Birmingham Legion,Phoenix Rising,1-2
13/04/2023,2,Tampa Bay Rowdies,Charleston Battery,1-2
16/04/2023,2,FC Tulsa,Charleston Battery,1-2
16/04/2023,2,Loudoun United,Birmingham Legion,3-0
16/04/2023,2,Miami FC,Detroit City FC,0-0
16/04/2023,2,Pittsburgh Riverhounds,Rio Grande Valley FC,2-0
16/04/2023,2,Louisville City FC,San Antonio FC,1-0
16/04/2023,2,Memphis 901,Las Vegas Lights FC,2-2
16/04/2023,2,New Mexico United,San Diego Loyal,1-1
16/04/2023,2,Oakland Roots,Hartford Athletic,1-2
16/04/2023,2,Orange County SC,Indy Eleven,1-0
16/04/2023,2,Phoenix Rising,Monterey Bay FC,1-1
16/04/2023,2,Sacramento Republic,Colorado Springs Switchbacks,4-0
23/04/2023,2,Indy Eleven,Monterey Bay FC,2-3
23/04/2023,2,Charleston Battery,Louisville City FC,0-0
23/04/2023,2,Colorado Springs Switchbacks,New Mexico United,2-1
23/04/2023,2,Rio Grande Valley FC,Memphis 901,0-3
23/04/2023,2,San Antonio FC,Phoenix Rising,1-1
23/04/2023,2,El Paso Locomotive,Pittsburgh Riverhounds,2-0
23/04/2023,2,Orange County SC,Birmingham Legion,1-2
23/04/2023,2,Sacramento Republic,Detroit City FC,1-0
23/04/2023,2,Loudoun United,Oakland Roots,2-0
23/04/2023,2,Miami FC,Las Vegas Lights FC,4-1
24/04/2023,2,San Diego Loyal,Tampa Bay Rowdies,1-0
29/04/2023,2,Detroit City FC,Tampa Bay Rowdies,0-1
30/04/2023,2,FC Tulsa,Sacramento Republic,1-1
30/04/2023,2,Indy Eleven,Pittsburgh Riverhounds,1-1
30/04/2023,2,Charleston Battery,Colorado Springs Switchbacks,1-2
30/04/2023,2,Memphis 901,Louisville City FC,1-1
30/04/2023,2,San Antonio FC,Las Vegas Lights FC,1-1
30/04/2023,2,New Mexico United,Orange County SC,3-1
30/04/2023,2,Monterey Bay FC,Rio Grande Valley FC,0-0
30/04/2023,2,Oakland Roots,Miami FC,0-0
30/04/2023,2,San Diego Loyal,El Paso Locomotive,1-2
30/04/2023,2,Phoenix Rising,Loudoun United,3-1
30/04/2023,2,Birmingham Legion,Hartford Athletic,3-2
04/05/2023,3,Miami FC,Birmingham Legion,3-1
06/05/2023,3,Rio Grande Valley FC,New Mexico United,2-2
06/05/2023,3,Colorado Springs Switchbacks,El Paso Locomotive,2-3
06/05/2023,3,Monterey Bay FC,Pittsburgh Riverhounds,2-2
06/05/2023,3,Las Vegas Lights FC,Charleston Battery,0-1
07/05/2023,3,Hartford Athletic,Memphis 901,0-2
07/05/2023,3,Loudoun United,Indy Eleven,1-2
07/05/2023,3,Birmingham Legion,Oakland Roots,1-4
07/05/2023,3,Detroit City FC,FC Tulsa,1-1
07/05/2023,3,Tampa Bay Rowdies,Phoenix Rising,2-0
07/05/2023,3,Orange County SC,San Diego Loyal,1-2
08/05/2023,3,Las Vegas Lights FC,San Antonio FC,1-2
14/05/2023,3,Louisville City FC,Miami FC,3-1
14/05/2023,3,Pittsburgh Riverhounds,Birmingham Legion,2-1
14/05/2023,3,Charleston Battery,San Antonio FC,0-7
14/05/2023,3,Tampa Bay Rowdies,Detroit City FC,5-1
14/05/2023,3,Memphis 901,Colorado Springs Switchbacks,2-1
14/05/2023,3,New Mexico United,Monterey Bay FC,2-1
14/05/2023,3,El Paso Locomotive,Loudoun United,1-0
14/05/2023,3,Sacramento Republic,Indy Eleven,3-1
14/05/2023,3,San Diego Loyal,Rio Grande Valley FC,2-3
14/05/2023,3,Las Vegas Lights FC,FC Tulsa,1-1
14/05/2023,3,Phoenix Rising,Hartford Athletic,3-1
14/05/2023,3,Oakland Roots,Orange County SC,3-0
18/05/2023,3,Loudoun United,New Mexico United,1-3
18/05/2023,3,Orange County SC,Sacramento Republic,1-0
20/05/2023,3,FC Tulsa,Memphis 901,1-2
20/05/2023,3,Charleston Battery,Monterey Bay FC,1-0
21/05/2023,3,Hartford Athletic,Loudoun United,2-0
21/05/2023,3,Indy Eleven,Colorado Springs Switchbacks,1-0
21/05/2023,3,Miami FC,San Diego Loyal,2-3
21/05/2023,3,Pittsburgh Riverhounds,Las Vegas Lights FC,4-1
21/05/2023,3,Birmingham Legion,El Paso Locomotive,1-2
21/05/2023,3,Detroit City FC,San Antonio FC,1-0
21/05/2023,3,Rio Grande Valley FC,Tampa Bay Rowdies,0-3
21/05/2023,3,Orange County SC,Phoenix Rising,0-1
21/05/2023,3,Sacramento Republic,Oakland Roots,3-1
25/05/2023,3,Louisville City FC,FC Tulsa,1-2
27/05/2023,3,Hartford Athletic,Sacramento Republic,1-4
27/05/2023,3,Phoenix Rising,Las Vegas Lights FC,0-1
27/05/2023,3,Detroit City FC,Birmingham Legion,1-0
28/05/2023,3,Indy Eleven,Louisville City FC,0-1
28/05/2023,3,Miami FC,Orange County SC,0-0
28/05/2023,3,Tampa Bay Rowdies,Colorado Springs Switchbacks,2-1
28/05/2023,3,Rio Grande Valley FC,Charleston Battery,0-2
28/05/2023,3,San Antonio FC,New Mexico United,2-1
28/05/2023,3,Oakland Roots,San Diego Loyal,2-0
29/05/2023,3,Loudoun United,Pittsburgh Riverhounds,0-1
01/06/2023,3,Monterey Bay FC,FC Tulsa,0-0
03/06/2023,4,Charleston Battery,Indy Eleven,0-4
03/06/2023,4,Colorado Springs Switchbacks,Oakland Roots,0-1
04/06/2023,4,Hartford Athletic,Louisville City FC,0-0
04/06/2023,4,Pittsburgh Riverhounds,Phoenix Rising,1-0
04/06/2023,4,Tampa Bay Rowdies,Sacramento Republic,1-1
04/06/2023,4,Memphis 901,Miami FC,5-1
04/06/2023,4,New Mexico United,El Paso Locomotive,0-1
04/06/2023,4,San Antonio FC,San Diego Loyal,3-3
04/06/2023,4,Monterey Bay FC,Loudoun United,4-1
04/06/2023,4,Orange County SC,Rio Grande Valley FC,2-0
08/06/2023,4,Charleston Battery,Detroit City FC,0-0
10/06/2023,4,Loudoun United,FC Tulsa,3-1
10/06/2023,4,San Diego Loyal,Sacramento Republic,1-1
11/06/2023,4,Indy Eleven,Hartford Athletic,1-1
11/06/2023,4,Pittsburgh Riverhounds,Charleston Battery,2-0
11/06/2023,4,Tampa Bay Rowdies,New Mexico United,3-2
11/06/2023,4,Louisville City FC,Memphis 901,1-3
11/06/2023,4,Rio Grande Valley FC,Miami FC,3-3
11/06/2023,4,Colorado Springs Switchbacks,Orange County SC,4-0
11/06/2023,4,San Antonio FC,El Paso Locomotive,2-2
11/06/2023,4,Las Vegas Lights FC,Monterey Bay FC,1-2
11/06/2023,4,Phoenix Rising,Oakland Roots,2-2
15/06/2023,4,Hartford Athletic,Detroit City FC,1-3
15/06/2023,4,El Paso Locomotive,Las Vegas Lights FC,2-1
15/06/2023,4,San Diego Loyal,San Antonio FC,2-2
18/06/2023,4,Hartford Athletic,Charleston Battery,3-4
18/06/2023,4,Miami FC,Loudoun United,1-2
18/06/2023,4,Birmingham Legion,Indy Eleven,2-1
18/06/2023,4,FC Tulsa,Orange County SC,0-3
18/06/2023,4,Memphis 901,Detroit City FC,0-0
18/06/2023,4,Colorado Springs Switchbacks,Las Vegas Lights FC,2-0
18/06/2023,4,New Mexico United,Rio Grande Valley FC,2-2
18/06/2023,4,El Paso Locomotive,Tampa Bay Rowdies,1-1
18/06/2023,4,Oakland Roots,Pittsburgh Riverhounds,0-0
18/06/2023,4,Phoenix Rising,Louisville City FC,2-2
18/06/2023,4,Sacramento Republic,Monterey Bay FC,0-1
22/06/2023,4,Birmingham Legion,Loudoun United,2-0
22/06/2023,4,Memphis 901,FC Tulsa,4-0
22/06/2023,4,Rio Grande Valley FC,Colorado Springs Switchbacks,1-0
