Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado
30/04/2023,1,KRC Genk,Club Brugge KV,3-1
03/05/2023,1,Union Saint-Gilloise,Royal Antwerp FC,0-2
06/05/2023,2,Club Brugge KV,Union Saint-Gilloise,1-2
07/05/2023,2,Royal Antwerp FC,KRC Genk,2-1
14/05/2023,3,Royal Antwerp FC,Club Brugge KV,3-2
14/05/2023,3,Union Saint-Gilloise,KRC Genk,3-0
21/05/2023,4,Club Brugge KV,Royal Antwerp FC,2-0
21/05/2023,4,KRC Genk,Union Saint-Gilloise,1-1
28/05/2023,5,Royal Antwerp FC,Union Saint-Gilloise,1-1
28/05/2023,5,Club Brugge KV,KRC Genk,1-3
04/06/2023,6,KRC Genk,Royal Antwerp FC,2-2
04/06/2023,6,Union Saint-Gilloise,Club Brugge KV,1-3
