matchday,date,time,home_team,away_team,result,status
1,09/08/2024,03:00,Barnsley FC,Mansfield Town,1-2,Final
1,10/08/2024,03:00,Birmingham City,Reading FC,1-1,Final
1,10/08/2024,03:00,Bristol Rovers,Northampton Town,1-0,Final
1,10/08/2024,03:00,Burton Albion,Lincoln City,2-3,Final
1,10/08/2024,03:00,Crawley Town,Blackpool FC,2-1,Final
1,10/08/2024,03:00,Exeter City,Rotherham United,1-0,Final
1,10/08/2024,03:00,Leyton Orient,Bolton Wanderers,1-2,Final
1,10/08/2024,03:00,Peterborough United,Huddersfield Town,0-2,Final
1,10/08/2024,03:00,Stevenage FC,Shrewsbury Town,1-0,Final
1,10/08/2024,03:00,Stockport County,Cambridge United,2-0,Final
1,10/08/2024,03:00,Wigan Athletic,Charlton Athletic,0-1,Final
1,10/08/2024,03:00,Wrexham AFC,Wycombe Wanderers,3-2,Final
2,17/08/2024,03:00,Charlton Athletic,Leyton Orient,1-0,Final
2,17/08/2024,03:00,Shrewsbury Town,Peterborough United,1-4,Final
2,17/08/2024,03:00,Blackpool FC,Stockport County,0-3,Final
2,17/08/2024,03:00,Cambridge United,Crawley Town,0-1,Final
2,17/08/2024,03:00,Huddersfield Town,Stevenage FC,2-1,Final
2,17/08/2024,03:00,Lincoln City,Barnsley FC,1-2,Final
2,17/08/2024,03:00,Mansfield Town,Burton Albion,3-3,Final
2,17/08/2024,03:00,Northampton Town,Exeter City,2-1,Final
2,17/08/2024,03:00,Reading FC,Wigan Athletic,2-0,Final
2,17/08/2024,03:00,Rotherham United,Bristol Rovers,0-0,Final
2,17/08/2024,03:00,Wycombe Wanderers,Birmingham City,2-3,Final
2,18/08/2024,03:00,Bolton Wanderers,Wrexham AFC,0-0,Final
3,24/08/2024,03:00,Burton Albion,Stevenage FC,0-0,Final
3,24/08/2024,03:00,Stockport County,Bristol Rovers,2-0,Final
3,24/08/2024,03:00,Barnsley FC,Northampton Town,2-2,Final
3,24/08/2024,03:00,Cambridge United,Blackpool FC,4-4,Final
3,24/08/2024,03:00,Charlton Athletic,Bolton Wanderers,2-0,Final
3,24/08/2024,03:00,Exeter City,Peterborough United,1-2,Final
3,24/08/2024,03:00,Huddersfield Town,Shrewsbury Town,1-0,Final
3,24/08/2024,03:00,Leyton Orient,Birmingham City,1-2,Final
3,24/08/2024,03:00,Lincoln City,Mansfield Town,4-1,Final
3,24/08/2024,03:00,Wigan Athletic,Crawley Town,1-0,Final
3,24/08/2024,03:00,Wrexham AFC,Reading FC,3-0,Final
3,24/08/2024,03:00,Wycombe Wanderers,Rotherham United,2-0,Final
4,31/08/2024,03:00,Blackpool FC,Wycombe Wanderers,2-2,Final
4,31/08/2024,03:00,Rotherham United,Huddersfield Town,2-1,Final
4,31/08/2024,03:00,Birmingham City,Wigan Athletic,2-1,Final
4,31/08/2024,03:00,Bolton Wanderers,Exeter City,0-2,Final
4,31/08/2024,03:00,Bristol Rovers,Cambridge United,2-0,Final
4,31/08/2024,03:00,Crawley Town,Barnsley FC,0-3,Final
4,31/08/2024,03:00,Mansfield Town,Stockport County,1-1,Final
4,31/08/2024,03:00,Northampton Town,Burton Albion,0-0,Final
4,31/08/2024,03:00,Peterborough United,Wrexham AFC,0-2,Final
4,31/08/2024,03:00,Reading FC,Charlton Athletic,2-0,Final
4,31/08/2024,03:00,Shrewsbury Town,Leyton Orient,3-0,Final
4,31/08/2024,03:00,Stevenage FC,Lincoln City,0-1,Final
5,07/09/2024,03:00,Barnsley FC,Bristol Rovers,2-1,Final
5,07/09/2024,03:00,Charlton Athletic,Rotherham United,1-1,Final
5,07/09/2024,03:00,Wrexham AFC,Shrewsbury Town,3-0,Final
5,24/09/2024,03:00,Huddersfield Town,Blackpool FC,0-2,Final
5,24/09/2024,03:00,Leyton Orient,Peterborough United,2-2,Final
5,24/09/2024,03:00,Wigan Athletic,Stevenage FC,0-0,Final
5,29/10/2024,03:00,Lincoln City,Northampton Town,2-1,Final
5,29/10/2024,03:00,Stockport County,Reading FC,4-1,Final
5,05/11/2024,03:00,Burton Albion,Crawley Town,0-0,Final
5,26/11/2024,03:00,Cambridge United,Bolton Wanderers,1-1,Final
5,26/11/2024,03:00,Exeter City,Birmingham City,0-2,Final
5,26/11/2024,03:00,Wycombe Wanderers,Mansfield Town,1-0,Final
6,14/09/2024,03:00,Mansfield Town,Cambridge United,2-1,Final
6,14/09/2024,03:00,Northampton Town,Wycombe Wanderers,1-2,Final
6,14/09/2024,03:00,Blackpool FC,Exeter City,2-1,Final
6,14/09/2024,03:00,Bolton Wanderers,Huddersfield Town,0-4,Final
6,14/09/2024,03:00,Bristol Rovers,Wigan Athletic,0-4,Final
6,14/09/2024,03:00,Crawley Town,Stockport County,1-1,Final
6,14/09/2024,03:00,Peterborough United,Lincoln City,1-1,Final
6,14/09/2024,03:00,Reading FC,Leyton Orient,0-1,Final
6,14/09/2024,03:00,Rotherham United,Burton Albion,2-2,Final
6,14/09/2024,03:00,Shrewsbury Town,Charlton Athletic,0-1,Final
6,14/09/2024,03:00,Stevenage FC,Barnsley FC,3-0,Final
6,16/09/2024,03:00,Birmingham City,Wrexham AFC,3-1,Final
7,21/09/2024,03:00,Exeter City,Stevenage FC,2-0,Final
7,21/09/2024,03:00,Lincoln City,Wigan Athletic,0-0,Final
7,21/09/2024,03:00,Bolton Wanderers,Reading FC,5-2,Final
7,21/09/2024,03:00,Burton Albion,Barnsley FC,1-2,Final
7,21/09/2024,03:00,Charlton Athletic,Blackpool FC,1-2,Final
7,21/09/2024,03:00,Huddersfield Town,Northampton Town,1-3,Final
7,21/09/2024,03:00,Mansfield Town,Shrewsbury Town,2-1,Final
7,21/09/2024,03:00,Peterborough United,Bristol Rovers,3-2,Final
7,21/09/2024,03:00,Rotherham United,Birmingham City,0-2,Final
7,21/09/2024,03:00,Stockport County,Leyton Orient,1-4,Final
7,21/09/2024,03:00,Wrexham AFC,Crawley Town,2-1,Final
7,21/09/2024,03:00,Wycombe Wanderers,Cambridge United,2-1,Final
8,28/09/2024,03:00,Crawley Town,Bolton Wanderers,0-2,Final
8,28/09/2024,03:00,Reading FC,Huddersfield Town,2-1,Final
8,28/09/2024,03:00,Birmingham City,Peterborough United,3-2,Final
8,28/09/2024,03:00,Blackpool FC,Burton Albion,3-0,Final
8,28/09/2024,03:00,Bristol Rovers,Wycombe Wanderers,1-2,Final
8,28/09/2024,03:00,Cambridge United,Lincoln City,0-2,Final
8,28/09/2024,03:00,Leyton Orient,Wrexham AFC,0-0,Final
8,28/09/2024,03:00,Northampton Town,Mansfield Town,0-2,Final
8,28/09/2024,03:00,Shrewsbury Town,Rotherham United,1-1,Final
8,28/09/2024,03:00,Stevenage FC,Charlton Athletic,1-0,Final
8,28/09/2024,03:00,Wigan Athletic,Exeter City,0-0,Final
8,28/09/2024,03:00,Barnsley FC,Stockport County,1-1,Final
9,01/10/2024,03:00,Barnsley FC,Wycombe Wanderers,2-2,Final
9,01/10/2024,03:00,Birmingham City,Huddersfield Town,1-0,Final
9,01/10/2024,03:00,Blackpool FC,Lincoln City,1-1,Final
9,01/10/2024,03:00,Bristol Rovers,Charlton Athletic,3-2,Final
9,01/10/2024,03:00,Cambridge United,Rotherham United,0-1,Final
9,01/10/2024,03:00,Crawley Town,Mansfield Town,0-2,Final
9,01/10/2024,03:00,Leyton Orient,Exeter City,0-1,Final
9,01/10/2024,03:00,Northampton Town,Bolton Wanderers,2-4,Final
9,01/10/2024,03:00,Shrewsbury Town,Stockport County,0-2,Final
9,01/10/2024,03:00,Stevenage FC,Wrexham AFC,1-0,Final
9,01/10/2024,03:00,Wigan Athletic,Peterborough United,3-0,Final
9,01/10/2024,03:00,Reading FC,Burton Albion,3-1,Final
10,05/10/2024,03:00,Huddersfield Town,Barnsley FC,2-0,Final
10,05/10/2024,03:00,Peterborough United,Stevenage FC,2-1,Final
10,05/10/2024,03:00,Bolton Wanderers,Shrewsbury Town,2-2,Final
10,05/10/2024,03:00,Burton Albion,Bristol Rovers,1-3,Final
10,05/10/2024,03:00,Charlton Athletic,Birmingham City,1-0,Final
10,05/10/2024,03:00,Exeter City,Cambridge United,1-0,Final
10,05/10/2024,03:00,Lincoln City,Leyton Orient,2-1,Final
10,05/10/2024,03:00,Mansfield Town,Blackpool FC,2-0,Final
10,05/10/2024,03:00,Rotherham United,Reading FC,2-1,Final
10,05/10/2024,03:00,Stockport County,Wigan Athletic,0-0,Final
10,05/10/2024,03:00,Wrexham AFC,Northampton Town,4-1,Final
10,05/10/2024,03:00,Wycombe Wanderers,Crawley Town,1-0,Final
11,12/10/2024,03:00,Crawley Town,Shrewsbury Town,3-5,Final
11,12/10/2024,03:00,Peterborough United,Rotherham United,3-3,Final
11,29/10/2024,03:00,Stevenage FC,Bolton Wanderers,1-4,Final
11,05/11/2024,03:00,Stockport County,Wycombe Wanderers,0-5,Final
11,26/11/2024,03:00,Barnsley FC,Reading FC,2-2,Final
11,26/11/2024,03:00,Bristol Rovers,Blackpool FC,0-2,Final
11,26/11/2024,03:00,Burton Albion,Charlton Athletic,0-1,Final
11,26/11/2024,03:00,Leyton Orient,Huddersfield Town,0-2,Final
11,26/11/2024,03:00,Wigan Athletic,Northampton Town,2-1,Final
11,26/11/2024,03:00,Wrexham AFC,Lincoln City,1-0,Final
11,11/02/2025,03:00,Birmingham City,Cambridge United,4-0,Final
11,11/03/2025,03:00,Exeter City,Mansfield Town,2-0,Final
12,17/10/2024,03:00,Shrewsbury Town,Exeter City,0-2,Final
12,19/10/2024,03:00,Reading FC,Crawley Town,4-1,Final
12,19/10/2024,03:00,Wycombe Wanderers,Peterborough United,3-1,Final
12,19/10/2024,03:00,Blackpool FC,Barnsley FC,1-2,Final
12,19/10/2024,03:00,Bolton Wanderers,Burton Albion,2-1,Final
12,19/10/2024,03:00,Cambridge United,Wigan Athletic,2-0,Final
12,19/10/2024,03:00,Charlton Athletic,Stockport County,1-1,Final
12,19/10/2024,03:00,Huddersfield Town,Bristol Rovers,3-1,Final
12,19/10/2024,03:00,Lincoln City,Birmingham City,1-3,Final
12,19/10/2024,03:00,Mansfield Town,Stevenage FC,0-1,Final
12,19/10/2024,03:00,Northampton Town,Leyton Orient,1-0,Final
12,19/10/2024,03:00,Rotherham United,Wrexham AFC,0-1,Final
13,22/10/2024,03:00,Barnsley FC,Charlton Athletic,2-2,Final
13,22/10/2024,03:00,Birmingham City,Bolton Wanderers,2-0,Final
13,22/10/2024,03:00,Bristol Rovers,Shrewsbury Town,1-0,Final
13,22/10/2024,03:00,Burton Albion,Wycombe Wanderers,2-3,Final
13,22/10/2024,03:00,Crawley Town,Lincoln City,3-0,Final
13,22/10/2024,03:00,Exeter City,Reading FC,1-2,Final
13,22/10/2024,03:00,Leyton Orient,Rotherham United,1-0,Final
13,22/10/2024,03:00,Peterborough United,Blackpool FC,5-1,Final
13,22/10/2024,03:00,Stevenage FC,Cambridge United,0-2,Final
13,22/10/2024,03:00,Stockport County,Northampton Town,1-1,Final
13,22/10/2024,03:00,Wigan Athletic,Mansfield Town,1-2,Final
13,22/10/2024,03:00,Wrexham AFC,Huddersfield Town,0-0,Final
14,26/10/2024,03:00,Mansfield Town,Birmingham City,1-1,Final
14,26/10/2024,03:00,Reading FC,Bristol Rovers,1-0,Final
14,26/10/2024,03:00,Bolton Wanderers,Peterborough United,1-0,Final
14,26/10/2024,03:00,Cambridge United,Burton Albion,1-0,Final
14,26/10/2024,03:00,Charlton Athletic,Wrexham AFC,2-2,Final
14,26/10/2024,03:00,Huddersfield Town,Exeter City,2-0,Final
14,26/10/2024,03:00,Lincoln City,Stockport County,2-1,Final
14,26/10/2024,03:00,Northampton Town,Crawley Town,3-0,Final
14,26/10/2024,03:00,Rotherham United,Stevenage FC,2-0,Final
14,26/10/2024,03:00,Shrewsbury Town,Barnsley FC,0-2,Final
14,26/10/2024,03:00,Wycombe Wanderers,Leyton Orient,3-0,Final
14,28/10/2024,03:00,Blackpool FC,Wigan Athletic,2-2,Final
15,08/11/2024,03:00,Barnsley FC,Rotherham United,2-0,Final
15,09/11/2024,03:00,Burton Albion,Shrewsbury Town,2-0,Final
15,09/11/2024,03:00,Wrexham AFC,Mansfield Town,1-0,Final
15,09/11/2024,03:00,Birmingham City,Northampton Town,1-1,Final
15,09/11/2024,03:00,Bristol Rovers,Lincoln City,1-1,Final
15,09/11/2024,03:00,Crawley Town,Huddersfield Town,2-2,Final
15,09/11/2024,03:00,Exeter City,Charlton Athletic,1-0,Final
15,09/11/2024,03:00,Leyton Orient,Blackpool FC,3-0,Final
15,09/11/2024,03:00,Peterborough United,Cambridge United,6-1,Final
15,09/11/2024,03:00,Stevenage FC,Reading FC,1-1,Final
15,09/11/2024,03:00,Stockport County,Bolton Wanderers,5-0,Final
15,09/11/2024,03:00,Wigan Athletic,Wycombe Wanderers,0-1,Final
16,16/11/2024,03:00,Exeter City,Lincoln City,0-0,Final
16,16/11/2024,03:00,Blackpool FC,Northampton Town,0-0,Final
16,16/11/2024,03:00,Bristol Rovers,Crawley Town,0-0,Final
16,16/11/2024,03:00,Cambridge United,Barnsley FC,1-1,Final
16,16/11/2024,03:00,Stockport County,Wrexham AFC,1-0,Final
16,07/01/2025,03:00,Wycombe Wanderers,Huddersfield Town,0-1,Final
16,11/01/2025,03:00,Rotherham United,Bolton Wanderers,3-1,Final
16,21/01/2025,03:00,Wigan Athletic,Burton Albion,1-2,Final
16,11/02/2025,03:00,Charlton Athletic,Peterborough United,2-1,Final
16,11/02/2025,03:00,Leyton Orient,Mansfield Town,3-0,Final
16,11/02/2025,03:00,Reading FC,Shrewsbury Town,1-1,Final
16,11/03/2025,03:00,Birmingham City,Stevenage FC,2-1,Final
17,23/11/2024,03:00,Bolton Wanderers,Blackpool FC,2-1,Final
17,23/11/2024,03:00,Shrewsbury Town,Birmingham City,3-2,Final
17,23/11/2024,03:00,Stevenage FC,Leyton Orient,0-0,Final
17,23/11/2024,03:00,Barnsley FC,Wigan Athletic,0-1,Final
17,23/11/2024,03:00,Burton Albion,Stockport County,0-3,Final
17,23/11/2024,03:00,Crawley Town,Rotherham United,1-0,Final
17,23/11/2024,03:00,Huddersfield Town,Charlton Athletic,2-1,Final
17,23/11/2024,03:00,Lincoln City,Wycombe Wanderers,2-3,Final
17,23/11/2024,03:00,Mansfield Town,Bristol Rovers,0-1,Final
17,23/11/2024,03:00,Northampton Town,Cambridge United,0-0,Final
17,23/11/2024,03:00,Peterborough United,Reading FC,1-2,Final
17,23/11/2024,03:00,Wrexham AFC,Exeter City,3-0,Final
18,03/12/2024,03:00,Bolton Wanderers,Mansfield Town,3-1,Final
18,03/12/2024,03:00,Charlton Athletic,Crawley Town,1-2,Final
18,03/12/2024,03:00,Exeter City,Wycombe Wanderers,2-2,Final
18,03/12/2024,03:00,Leyton Orient,Bristol Rovers,3-0,Final
18,03/12/2024,03:00,Rotherham United,Lincoln City,2-1,Final
18,03/12/2024,03:00,Stevenage FC,Northampton Town,2-0,Final
18,03/12/2024,03:00,Wrexham AFC,Barnsley FC,1-0,Final
18,03/12/2024,03:00,Huddersfield Town,Wigan Athletic,1-0,Final
18,03/12/2024,03:00,Reading FC,Cambridge United,3-0,Final
18,04/12/2024,03:00,Birmingham City,Stockport County,2-0,Final
18,04/12/2024,03:00,Peterborough United,Burton Albion,0-1,Final
18,04/12/2024,03:00,Shrewsbury Town,Blackpool FC,1-2,Final
19,07/12/2024,03:00,Lincoln City,Charlton Athletic,0-0,Final
19,07/12/2024,03:00,Wigan Athletic,Leyton Orient,0-2,Final
19,07/12/2024,03:00,Barnsley FC,Birmingham City,1-2,Final
19,07/12/2024,03:00,Burton Albion,Wrexham AFC,0-1,Final
19,07/12/2024,03:00,Cambridge United,Shrewsbury Town,4-1,Final
19,07/12/2024,03:00,Mansfield Town,Huddersfield Town,1-2,Final
19,07/12/2024,03:00,Stockport County,Exeter City,2-0,Final
19,07/12/2024,03:00,Wycombe Wanderers,Reading FC,1-1,Final
19,09/12/2024,03:00,Northampton Town,Peterborough United,2-1,Final
19,11/02/2025,03:00,Blackpool FC,Rotherham United,0-0,Final
19,11/02/2025,03:00,Crawley Town,Stevenage FC,3-1,Final
19,11/03/2025,03:00,Bristol Rovers,Bolton Wanderers,3-2,Final
20,14/12/2024,03:00,Bolton Wanderers,Wigan Athletic,0-2,Final
20,14/12/2024,03:00,Leyton Orient,Burton Albion,0-0,Final
