matchday,date,time,home_team,away_team,result,status
1,26/07/2024,03:00,Club Brugge KV,KV Mechelen,1-1,Final
1,27/07/2024,03:00,FCV Dender EH,Union Saint-Gilloise,0-0,Final
1,27/07/2024,03:00,K Beerschot VA,Oud-Heverlee Leuven,0-0,Final
1,27/07/2024,03:00,RSC Anderlecht,Sint-Truidense VV,1-0,Final
1,28/07/2024,03:00,KRC Genk,Standard Lieja,0-0,Final
1,28/07/2024,03:00,KV Kortrijk,KAA Gent,0-1,Final
1,28/07/2024,03:00,Sporting Charleroi,Royal Antwerp FC,0-1,Final
1,28/07/2024,03:00,KVC Westerlo,Cercle Brugge,3-0,Final
2,02/08/2024,03:00,Union Saint-Gilloise,K Beerschot VA,3-1,Final
2,03/08/2024,03:00,KV Mechelen,KVC Westerlo,2-4,Final
2,03/08/2024,03:00,Oud-Heverlee Leuven,KRC Genk,3-1,Final
2,03/08/2024,03:00,Sint-Truidense VV,Sporting Charleroi,1-4,Final
2,04/08/2024,03:00,Royal Antwerp FC,RSC Anderlecht,1-2,Final
2,04/08/2024,03:00,Cercle Brugge,KV Kortrijk,1-2,Final
2,04/08/2024,03:00,Standard Lieja,Club Brugge KV,1-0,Final
2,04/08/2024,03:00,KAA Gent,FCV Dender EH,1-2,Final
3,09/08/2024,03:00,Standard Lieja,KV Mechelen,0-0,Final
3,10/08/2024,03:00,FCV Dender EH,KV Kortrijk,4-1,Final
3,10/08/2024,03:00,KVC Westerlo,Union Saint-Gilloise,4-3,Final
3,10/08/2024,03:00,RSC Anderlecht,Oud-Heverlee Leuven,1-1,Final
3,11/08/2024,03:00,KRC Genk,Club Brugge KV,3-2,Final
3,11/08/2024,03:00,Royal Antwerp FC,Sint-Truidense VV,6-1,Final
3,11/08/2024,03:00,Sporting Charleroi,KAA Gent,1-0,Final
3,11/08/2024,03:00,Cercle Brugge,K Beerschot VA,4-1,Final
4,16/08/2024,03:00,Union Saint-Gilloise,Sporting Charleroi,1-0,Final
4,17/08/2024,03:00,K Beerschot VA,KRC Genk,3-4,Final
4,17/08/2024,03:00,Sint-Truidense VV,FCV Dender EH,3-3,Final
4,17/08/2024,03:00,KV Mechelen,RSC Anderlecht,1-3,Final
4,18/08/2024,03:00,Club Brugge KV,Royal Antwerp FC,1-0,Final
4,18/08/2024,03:00,Oud-Heverlee Leuven,Cercle Brugge,1-1,Final
4,18/08/2024,03:00,KV Kortrijk,Standard Lieja,1-0,Final
4,18/08/2024,03:00,KAA Gent,KVC Westerlo,4-1,Final
5,24/08/2024,03:00,KVC Westerlo,Oud-Heverlee Leuven,1-1,Final
5,24/08/2024,03:00,Royal Antwerp FC,KV Mechelen,0-1,Final
5,25/08/2024,03:00,FCV Dender EH,Club Brugge KV,1-2,Final
5,25/08/2024,03:00,Sint-Truidense VV,Union Saint-Gilloise,0-0,Final
5,25/08/2024,03:00,Standard Lieja,K Beerschot VA,1-0,Final
5,25/08/2024,03:00,Sporting Charleroi,KV Kortrijk,1-0,Final
5,17/09/2024,03:00,RSC Anderlecht,KRC Genk,0-2,Final
5,26/09/2024,03:00,Cercle Brugge,KAA Gent,2-1,Final
6,30/08/2024,03:00,KRC Genk,KVC Westerlo,1-0,Final
6,31/08/2024,03:00,KV Mechelen,Sporting Charleroi,5-2,Final
6,31/08/2024,03:00,K Beerschot VA,FCV Dender EH,1-2,Final
6,31/08/2024,03:00,Oud-Heverlee Leuven,Standard Lieja,2-0,Final
6,01/09/2024,03:00,Club Brugge KV,Cercle Brugge,3-0,Final
6,01/09/2024,03:00,KAA Gent,Royal Antwerp FC,1-1,Final
6,01/09/2024,03:00,Union Saint-Gilloise,RSC Anderlecht,0-0,Final
6,01/09/2024,03:00,KV Kortrijk,Sint-Truidense VV,1-1,Final
7,13/09/2024,03:00,FCV Dender EH,Standard Lieja,0-2,Final
7,14/09/2024,03:00,Cercle Brugge,KRC Genk,2-3,Final
7,14/09/2024,03:00,KV Kortrijk,Club Brugge KV,0-3,Final
7,14/09/2024,03:00,RSC Anderlecht,KVC Westerlo,2-2,Final
7,15/09/2024,03:00,Royal Antwerp FC,Union Saint-Gilloise,2-0,Final
7,15/09/2024,03:00,Sint-Truidense VV,Oud-Heverlee Leuven,2-1,Final
7,15/09/2024,03:00,Sporting Charleroi,K Beerschot VA,3-0,Final
7,15/09/2024,03:00,KAA Gent,KV Mechelen,2-0,Final
8,20/09/2024,03:00,Standard Lieja,Union Saint-Gilloise,0-0,Final
8,21/09/2024,03:00,K Beerschot VA,Sint-Truidense VV,0-3,Final
8,21/09/2024,03:00,KVC Westerlo,Royal Antwerp FC,1-2,Final
8,21/09/2024,03:00,RSC Anderlecht,Sporting Charleroi,0-0,Final
8,22/09/2024,03:00,Club Brugge KV,KAA Gent,2-4,Final
8,22/09/2024,03:00,KV Mechelen,Cercle Brugge,2-0,Final
8,22/09/2024,03:00,KRC Genk,FCV Dender EH,4-0,Final
8,22/09/2024,03:00,Oud-Heverlee Leuven,KV Kortrijk,1-1,Final
9,27/09/2024,03:00,Sporting Charleroi,Club Brugge KV,1-1,Final
9,28/09/2024,03:00,KRC Genk,KV Mechelen,2-1,Final
9,28/09/2024,03:00,Standard Lieja,KVC Westerlo,1-2,Final
9,28/09/2024,03:00,FCV Dender EH,RSC Anderlecht,1-1,Final
9,29/09/2024,03:00,Royal Antwerp FC,K Beerschot VA,5-0,Final
9,29/09/2024,03:00,Union Saint-Gilloise,KV Kortrijk,3-0,Final
9,29/09/2024,03:00,KAA Gent,Oud-Heverlee Leuven,3-0,Final
9,29/09/2024,03:00,Cercle Brugge,Sint-Truidense VV,1-1,Final
10,04/10/2024,03:00,KVC Westerlo,K Beerschot VA,2-2,Final
10,05/10/2024,03:00,KV Mechelen,Oud-Heverlee Leuven,5-0,Final
10,05/10/2024,03:00,KV Kortrijk,KRC Genk,2-1,Final
10,05/10/2024,03:00,FCV Dender EH,Sporting Charleroi,1-0,Final
10,06/10/2024,03:00,RSC Anderlecht,Standard Lieja,3-0,Final
10,06/10/2024,03:00,Royal Antwerp FC,Cercle Brugge,3-0,Final
10,06/10/2024,03:00,Club Brugge KV,Union Saint-Gilloise,1-1,Final
10,06/10/2024,03:00,Sint-Truidense VV,KAA Gent,1-1,Final
11,18/10/2024,03:00,K Beerschot VA,RSC Anderlecht,2-1,Final
11,19/10/2024,03:00,KVC Westerlo,Club Brugge KV,1-2,Final
11,19/10/2024,03:00,Cercle Brugge,FCV Dender EH,0-0,Final
11,19/10/2024,03:00,Union Saint-Gilloise,KAA Gent,0-0,Final
11,20/10/2024,03:00,KRC Genk,Sint-Truidense VV,3-2,Final
11,20/10/2024,03:00,Oud-Heverlee Leuven,Royal Antwerp FC,1-1,Final
11,20/10/2024,03:00,Standard Lieja,Sporting Charleroi,2-1,Final
11,20/10/2024,03:00,KV Mechelen,KV Kortrijk,3-0,Final
12,25/10/2024,03:00,KV Kortrijk,K Beerschot VA,1-0,Final
12,26/10/2024,03:00,Sporting Charleroi,Oud-Heverlee Leuven,0-2,Final
12,26/10/2024,03:00,FCV Dender EH,KV Mechelen,2-5,Final
12,26/10/2024,03:00,Sint-Truidense VV,KVC Westerlo,2-0,Final
12,27/10/2024,03:00,Club Brugge KV,RSC Anderlecht,2-1,Final
12,27/10/2024,03:00,Royal Antwerp FC,Standard Lieja,3-0,Final
12,27/10/2024,03:00,KAA Gent,KRC Genk,0-2,Final
12,27/10/2024,03:00,Union Saint-Gilloise,Cercle Brugge,1-3,Final
13,01/11/2024,03:00,KVC Westerlo,FCV Dender EH,2-0,Final
13,02/11/2024,03:00,Standard Lieja,Sint-Truidense VV,2-1,Final
13,02/11/2024,03:00,Oud-Heverlee Leuven,Club Brugge KV,0-1,Final
13,02/11/2024,03:00,KV Mechelen,Union Saint-Gilloise,1-1,Final
13,03/11/2024,03:00,KRC Genk,Royal Antwerp FC,2-0,Final
13,03/11/2024,03:00,Cercle Brugge,Sporting Charleroi,2-0,Final
13,03/11/2024,03:00,RSC Anderlecht,KV Kortrijk,4-0,Final
13,03/11/2024,03:00,K Beerschot VA,KAA Gent,0-0,Final
14,08/11/2024,03:00,Sint-Truidense VV,KV Mechelen,2-1,Final
14,09/11/2024,03:00,KV Kortrijk,Royal Antwerp FC,1-2,Final
14,09/11/2024,03:00,FCV Dender EH,Oud-Heverlee Leuven,1-1,Final
14,09/11/2024,03:00,Sporting Charleroi,KVC Westerlo,1-0,Final
14,10/11/2024,03:00,Cercle Brugge,RSC Anderlecht,0-5,Final
14,10/11/2024,03:00,KAA Gent,Standard Lieja,5-0,Final
14,10/11/2024,03:00,Union Saint-Gilloise,KRC Genk,4-0,Final
14,10/11/2024,03:00,K Beerschot VA,Club Brugge KV,2-2,Final
15,22/11/2024,03:00,Royal Antwerp FC,FCV Dender EH,1-1,Final
15,23/11/2024,03:00,Club Brugge KV,Sint-Truidense VV,7-0,Final
15,23/11/2024,03:00,Standard Lieja,Cercle Brugge,1-0,Final
15,23/11/2024,03:00,KRC Genk,Sporting Charleroi,3-0,Final
15,24/11/2024,03:00,KV Mechelen,K Beerschot VA,3-0,Final
15,24/11/2024,03:00,Oud-Heverlee Leuven,Union Saint-Gilloise,1-1,Final
15,24/11/2024,03:00,RSC Anderlecht,KAA Gent,6-0,Final
15,24/11/2024,03:00,KVC Westerlo,KV Kortrijk,4-0,Final
16,29/11/2024,03:00,KV Kortrijk,KV Mechelen,3-1,Final
16,30/11/2024,03:00,Club Brugge KV,FCV Dender EH,4-1,Final
16,30/11/2024,03:00,Sporting Charleroi,Standard Lieja,1-1,Final
16,01/12/2024,03:00,Sint-Truidense VV,KRC Genk,2-2,Final
16,01/12/2024,03:00,K Beerschot VA,Cercle Brugge,3-2,Final
16,01/12/2024,03:00,Oud-Heverlee Leuven,RSC Anderlecht,0-0,Final
16,01/12/2024,03:00,Union Saint-Gilloise,Royal Antwerp FC,2-1,Final
16,01/12/2024,03:00,KVC Westerlo,KAA Gent,2-2,Final
17,07/12/2024,03:00,KRC Genk,KV Kortrijk,3-2,Final
17,07/12/2024,03:00,Standard Lieja,Oud-Heverlee Leuven,1-1,Final
17,07/12/2024,03:00,KV Mechelen,Club Brugge KV,1-2,Final
17,07/12/2024,03:00,KAA Gent,Sint-Truidense VV,2-0,Final
17,08/12/2024,03:00,Royal Antwerp FC,Sporting Charleroi,1-3,Final
17,08/12/2024,03:00,Cercle Brugge,Union Saint-Gilloise,0-0,Final
17,08/12/2024,03:00,RSC Anderlecht,K Beerschot VA,2-1,Final
17,08/12/2024,03:00,FCV Dender EH,KVC Westerlo,1-0,Final
18,13/12/2024,03:00,KV Mechelen,Royal Antwerp FC,1-1,Final
18,14/12/2024,03:00,K Beerschot VA,Standard Lieja,0-0,Final
18,14/12/2024,03:00,Oud-Heverlee Leuven,Sporting Charleroi,1-0,Final
18,14/12/2024,03:00,KV Kortrijk,FCV Dender EH,0-3,Final
18,15/12/2024,03:00,Club Brugge KV,KRC Genk,2-0,Final
18,15/12/2024,03:00,Union Saint-Gilloise,KVC Westerlo,3-1,Final
18,15/12/2024,03:00,Sint-Truidense VV,RSC Anderlecht,0-2,Final
