Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado
23/04/2022,1,Aberdeen FC,Livingston FC,1-2
23/04/2022,1,Dundee FC,St. Johnstone FC,1-1
23/04/2022,1,St. Mirren FC,Hibernian FC,0-1
30/04/2022,2,Aberdeen FC,Dundee FC,1-0
30/04/2022,2,Livingston FC,Hibernian FC,1-0
30/04/2022,2,St. Johnstone FC,St. Mirren FC,0-1
07/05/2022,3,Hibernian FC,Aberdeen FC,1-1
07/05/2022,3,Livingston FC,St. Johnstone FC,1-1
07/05/2022,3,St. Mirren FC,Dundee FC,2-0
10/05/2022,4,Dundee FC,Hibernian FC,3-1
11/05/2022,4,St. Johnstone FC,Aberdeen FC,1-0
11/05/2022,4,St. Mirren FC,Livingston FC,0-0
15/05/2022,5,Aberdeen FC,St. Mirren FC,0-0
15/05/2022,5,Hibernian FC,St. Johnstone FC,4-0
15/05/2022,5,Livingston FC,Dundee FC,2-1
